time,01JP301D01,01JP301D05
2022-04-19 08:32:34+00:00,,0.0
2022-04-19 08:32:56+00:00,0.0,
2022-04-19 08:33:03+00:00,,0.0
2022-04-19 08:33:32+00:00,,0.0
2022-04-19 08:33:55+00:00,0.0,
2022-04-19 08:34:01+00:00,,0.0
2022-04-19 08:34:30+00:00,,0.0
2022-04-19 08:34:54+00:00,0.0,
2022-04-19 08:34:59+00:00,,0.0
2022-04-19 08:35:28+00:00,,0.0
2022-04-19 08:35:53+00:00,0.0,
2022-04-19 08:35:57+00:00,,0.0
2022-04-19 08:36:26+00:00,,0.0
2022-04-19 08:36:52+00:00,0.0,
2022-04-19 08:36:55+00:00,,0.0
2022-04-19 08:37:24+00:00,,0.0
2022-04-19 08:37:51+00:00,0.0,
2022-04-19 08:37:53+00:00,,0.0
2022-04-19 08:38:22+00:00,,0.0
2022-04-19 08:38:50+00:00,0.0,
2022-04-19 08:38:51+00:00,,0.0
2022-04-19 08:39:20+00:00,,0.0
2022-04-19 08:39:49+00:00,0.0,0.0
2022-04-19 08:40:18+00:00,,0.0
2022-04-19 08:40:47+00:00,,0.0
2022-04-19 08:40:48+00:00,0.0,
2022-04-19 08:41:16+00:00,,0.0
2022-04-19 08:41:45+00:00,,0.0
2022-04-19 08:41:47+00:00,0.0,
2022-04-19 08:42:14+00:00,,0.0
2022-04-19 08:42:43+00:00,,0.0
2022-04-19 08:42:46+00:00,0.0,
2022-04-19 08:43:12+00:00,,0.0
2022-04-19 08:43:41+00:00,,0.0
2022-04-19 08:43:45+00:00,0.0,
2022-04-19 08:44:10+00:00,,0.0
2022-04-19 08:44:39+00:00,,0.0
2022-04-19 08:44:44+00:00,0.0,
2022-04-19 08:45:08+00:00,,0.0
2022-04-19 08:45:37+00:00,,0.0
2022-04-19 08:45:43+00:00,0.0,
2022-04-19 08:46:06+00:00,,0.0
2022-04-19 08:46:35+00:00,,0.0
2022-04-19 08:46:42+00:00,0.0,
2022-04-19 08:47:04+00:00,,0.0
2022-04-19 08:47:33+00:00,,0.0
2022-04-19 08:47:41+00:00,0.0,
2022-04-19 08:48:02+00:00,,0.0
2022-04-19 08:48:31+00:00,,0.0
2022-04-19 08:48:40+00:00,0.0,
2022-04-19 08:49:00+00:00,,0.0
2022-04-19 08:49:29+00:00,,0.0
2022-04-19 08:49:39+00:00,0.0,
2022-04-19 08:49:58+00:00,,0.0
2022-04-19 08:50:27+00:00,,0.0
2022-04-19 08:50:38+00:00,0.0,
2022-04-19 08:50:56+00:00,,0.0
2022-04-19 08:51:25+00:00,,0.0
2022-04-19 08:51:37+00:00,0.0,
2022-04-19 08:51:54+00:00,,0.0
2022-04-19 08:52:23+00:00,,0.0
2022-04-19 08:52:36+00:00,0.0,
2022-04-19 08:52:52+00:00,,0.0
2022-04-19 08:53:21+00:00,,0.0
2022-04-19 08:53:35+00:00,0.0,
2022-04-19 08:53:50+00:00,,0.0
2022-04-19 08:54:19+00:00,,0.0
2022-04-19 08:54:34+00:00,0.0,
2022-04-19 08:54:48+00:00,,0.0
2022-04-19 08:55:17+00:00,,0.0
2022-04-19 08:55:33+00:00,0.0,
2022-04-19 08:55:46+00:00,,0.0
2022-04-19 08:56:15+00:00,,0.0
2022-04-19 08:56:32+00:00,0.0,
2022-04-19 08:56:44+00:00,,0.0
2022-04-19 08:57:13+00:00,,0.0
2022-04-19 08:57:32+00:00,0.0,
2022-04-19 08:57:42+00:00,,0.0
2022-04-19 08:58:11+00:00,,0.0
2022-04-19 08:58:31+00:00,0.0,
2022-04-19 08:58:40+00:00,,0.0
2022-04-19 08:59:09+00:00,,0.0
2022-04-19 08:59:30+00:00,0.0,
2022-04-19 08:59:38+00:00,,0.0
2022-04-19 09:00:07+00:00,,0.0
2022-04-19 09:00:29+00:00,0.0,
2022-04-19 09:00:36+00:00,,0.0
2022-04-19 09:01:05+00:00,,0.0
2022-04-19 09:01:28+00:00,0.0,
2022-04-19 09:01:34+00:00,,0.0
2022-04-19 09:02:03+00:00,,0.0
2022-04-19 09:02:27+00:00,0.0,
2022-04-19 09:02:32+00:00,,0.0
2022-04-19 09:03:01+00:00,,0.0
2022-04-19 09:03:26+00:00,0.0,
2022-04-19 09:03:30+00:00,,0.0
2022-04-19 09:03:59+00:00,,0.0
2022-04-19 09:04:25+00:00,0.0,
2022-04-19 09:04:28+00:00,,0.0
2022-04-19 09:04:57+00:00,,0.0
2022-04-19 09:05:24+00:00,0.0,
2022-04-19 09:05:26+00:00,,0.0
2022-04-19 09:05:55+00:00,,0.0
2022-04-19 09:06:23+00:00,0.0,
2022-04-19 09:06:24+00:00,,0.0
2022-04-19 09:06:53+00:00,,0.0
2022-04-19 09:07:22+00:00,0.0,0.0
2022-04-19 09:07:51+00:00,,0.0
2022-04-19 09:08:20+00:00,,0.0
2022-04-19 09:08:21+00:00,0.0,
2022-04-19 09:08:49+00:00,,0.0
2022-04-19 09:09:18+00:00,,0.0
2022-04-19 09:09:20+00:00,0.0,
2022-04-19 09:09:47+00:00,,0.0
2022-04-19 09:10:16+00:00,,0.0
2022-04-19 09:10:19+00:00,0.0,
2022-04-19 09:10:45+00:00,,0.0
2022-04-19 09:11:14+00:00,,0.0
2022-04-19 09:11:18+00:00,0.0,
2022-04-19 09:11:43+00:00,,0.0
2022-04-19 09:12:12+00:00,,0.0
2022-04-19 09:12:17+00:00,0.0,
2022-04-19 09:12:41+00:00,,0.0
2022-04-19 09:13:10+00:00,,0.0
2022-04-19 09:13:16+00:00,0.0,
2022-04-19 09:13:39+00:00,,0.0
2022-04-19 09:14:08+00:00,,0.0
2022-04-19 09:14:15+00:00,0.0,
2022-04-19 09:14:37+00:00,,0.0
2022-04-19 09:15:06+00:00,,0.0
2022-04-19 09:15:14+00:00,0.0,
2022-04-19 09:15:35+00:00,,0.0
2022-04-19 09:16:04+00:00,,0.0
2022-04-19 09:16:13+00:00,0.0,
2022-04-19 09:16:33+00:00,,0.0
2022-04-19 09:17:02+00:00,,0.0
2022-04-19 09:17:12+00:00,0.0,
2022-04-19 09:17:31+00:00,,0.0
2022-04-19 09:18:00+00:00,,0.0
2022-04-19 09:18:11+00:00,0.0,
2022-04-19 09:18:29+00:00,,0.0
2022-04-19 09:18:58+00:00,,0.0
2022-04-19 09:19:10+00:00,0.0,
2022-04-19 09:19:27+00:00,,0.0
2022-04-19 09:19:56+00:00,,0.0
2022-04-19 09:20:09+00:00,0.0,
2022-04-19 09:20:25+00:00,,0.0
2022-04-19 09:20:54+00:00,,0.0
2022-04-19 09:21:08+00:00,0.0,
2022-04-19 09:21:23+00:00,,0.0
2022-04-19 09:21:52+00:00,,0.0
2022-04-19 09:22:07+00:00,0.0,
2022-04-19 09:22:22+00:00,,0.0
2022-04-19 09:22:51+00:00,,0.0
2022-04-19 09:23:06+00:00,0.0,
2022-04-19 09:23:20+00:00,,0.0
2022-04-19 09:23:49+00:00,,0.0
2022-04-19 09:24:05+00:00,0.0,
2022-04-19 09:24:18+00:00,,0.0
2022-04-19 09:24:47+00:00,,0.0
2022-04-19 09:25:04+00:00,0.0,
2022-04-19 09:25:16+00:00,,0.0
2022-04-19 09:25:45+00:00,,0.0
2022-04-19 09:26:03+00:00,0.0,
2022-04-19 09:26:14+00:00,,0.0
2022-04-19 09:26:43+00:00,,0.0
2022-04-19 09:27:02+00:00,0.0,
2022-04-19 09:27:12+00:00,,0.0
2022-04-19 09:27:41+00:00,,0.0
2022-04-19 09:28:01+00:00,0.0,
2022-04-19 09:28:10+00:00,,0.0
2022-04-19 09:28:39+00:00,,0.0
2022-04-19 09:29:00+00:00,0.0,
2022-04-19 09:29:08+00:00,,0.0
2022-04-19 09:29:37+00:00,,0.0
2022-04-19 09:29:59+00:00,0.0,
2022-04-19 09:30:06+00:00,,0.0
2022-04-19 09:30:35+00:00,,0.0
2022-04-19 09:30:58+00:00,0.0,
2022-04-19 09:31:04+00:00,,0.0
2022-04-19 09:31:33+00:00,,0.0
2022-04-19 09:31:57+00:00,0.0,
2022-04-19 09:32:02+00:00,,0.0
2022-04-19 09:32:31+00:00,,0.0
2022-04-19 09:32:56+00:00,0.0,
2022-04-19 09:33:00+00:00,,0.0
2022-04-19 09:33:29+00:00,,0.0
2022-04-19 09:33:55+00:00,0.0,
2022-04-19 09:33:58+00:00,,0.0
2022-04-19 09:34:27+00:00,,0.0
2022-04-19 09:34:54+00:00,0.0,
2022-04-19 09:34:56+00:00,,0.0
2022-04-19 09:35:25+00:00,,0.0
2022-04-19 09:35:53+00:00,0.0,
2022-04-19 09:35:54+00:00,,0.0
2022-04-19 09:36:23+00:00,,0.0
2022-04-19 09:36:52+00:00,0.0,0.0
2022-04-19 09:37:21+00:00,,0.0
2022-04-19 09:37:50+00:00,,0.0
2022-04-19 09:37:51+00:00,0.0,
2022-04-19 09:38:19+00:00,,0.0
2022-04-19 09:38:48+00:00,,0.0
2022-04-19 09:38:50+00:00,0.0,
2022-04-19 09:39:17+00:00,,0.0
2022-04-19 09:39:46+00:00,,0.0
2022-04-19 09:39:49+00:00,0.0,
2022-04-19 09:40:15+00:00,,0.0
2022-04-19 09:40:44+00:00,,0.0
2022-04-19 09:40:48+00:00,0.0,
2022-04-19 09:41:13+00:00,,0.0
2022-04-19 09:41:42+00:00,,0.0
2022-04-19 09:41:47+00:00,0.0,
2022-04-19 09:42:11+00:00,,0.0
2022-04-19 09:42:40+00:00,,0.0
2022-04-19 09:42:46+00:00,0.0,
2022-04-19 09:43:09+00:00,,0.0
2022-04-19 09:43:38+00:00,,0.0
2022-04-19 09:43:45+00:00,0.0,
2022-04-19 09:44:07+00:00,,0.0
2022-04-19 09:44:36+00:00,,0.0
2022-04-19 09:44:44+00:00,0.0,
2022-04-19 09:45:05+00:00,,0.0
2022-04-19 09:45:34+00:00,,0.0
2022-04-19 09:45:43+00:00,0.0,
2022-04-19 09:46:03+00:00,,0.0
2022-04-19 09:46:32+00:00,,0.0
2022-04-19 09:46:42+00:00,0.0,
2022-04-19 09:47:01+00:00,,0.0
2022-04-19 09:47:30+00:00,,0.0
2022-04-19 09:47:41+00:00,0.0,
2022-04-19 09:47:59+00:00,,0.0
2022-04-19 09:48:28+00:00,,0.0
2022-04-19 09:48:40+00:00,0.0,
2022-04-19 09:48:57+00:00,,0.0
2022-04-19 09:49:26+00:00,,0.0
2022-04-19 09:49:39+00:00,0.0,
2022-04-19 09:49:55+00:00,,0.0
2022-04-19 09:50:24+00:00,,0.0
2022-04-19 09:50:38+00:00,0.0,
2022-04-19 09:50:53+00:00,,0.0
2022-04-19 09:51:22+00:00,,0.0
2022-04-19 09:51:37+00:00,0.0,
2022-04-19 09:51:51+00:00,,0.0
2022-04-19 09:52:20+00:00,,0.0
2022-04-19 09:52:36+00:00,0.0,
2022-04-19 09:52:49+00:00,,0.0
2022-04-19 09:53:18+00:00,,0.0
2022-04-19 09:53:35+00:00,0.0,
2022-04-19 09:53:47+00:00,,0.0
2022-04-19 09:54:16+00:00,,0.0
2022-04-19 09:54:34+00:00,0.0,
2022-04-19 09:54:45+00:00,,0.0
2022-04-19 09:55:14+00:00,,0.0
2022-04-19 09:55:33+00:00,0.0,
2022-04-19 09:55:43+00:00,,0.0
2022-04-19 09:56:12+00:00,,0.0
2022-04-19 09:56:32+00:00,0.0,
2022-04-19 09:56:41+00:00,,0.0
2022-04-19 09:57:10+00:00,,0.0
2022-04-19 09:57:31+00:00,0.0,
2022-04-19 09:57:39+00:00,,0.0
2022-04-19 09:58:08+00:00,,0.0
2022-04-19 09:58:30+00:00,0.0,
2022-04-19 09:58:37+00:00,,0.0
2022-04-19 09:59:06+00:00,,0.0
2022-04-19 09:59:29+00:00,0.0,
2022-04-19 09:59:35+00:00,,0.0
2022-04-19 10:00:04+00:00,,0.0
2022-04-19 10:00:28+00:00,0.0,
2022-04-19 10:00:33+00:00,,0.0
2022-04-19 10:01:02+00:00,,0.0
2022-04-19 10:01:27+00:00,0.0,
2022-04-19 10:01:31+00:00,,0.0
2022-04-19 10:02:00+00:00,,0.0
2022-04-19 10:02:26+00:00,0.0,
2022-04-19 10:02:29+00:00,,0.0
2022-04-19 10:02:58+00:00,,0.0
2022-04-19 10:03:25+00:00,0.0,
2022-04-19 10:03:27+00:00,,0.0
2022-04-19 10:03:56+00:00,,0.0
2022-04-19 10:04:24+00:00,0.0,
2022-04-19 10:04:25+00:00,,0.0
2022-04-19 10:04:54+00:00,,0.0
2022-04-19 10:05:23+00:00,0.0,0.0
2022-04-19 10:05:52+00:00,,0.0
2022-04-19 10:06:21+00:00,,0.0
2022-04-19 10:06:22+00:00,0.0,
2022-04-19 10:06:50+00:00,,0.0
2022-04-19 10:07:19+00:00,,0.0
2022-04-19 10:07:21+00:00,0.0,
2022-04-19 10:07:48+00:00,,0.0
2022-04-19 10:08:17+00:00,,0.0
2022-04-19 10:08:20+00:00,0.0,
2022-04-19 10:08:46+00:00,,0.0
2022-04-19 10:09:15+00:00,,0.0
2022-04-19 10:09:19+00:00,0.0,
2022-04-19 10:09:44+00:00,,0.0
2022-04-19 10:10:13+00:00,,0.0
2022-04-19 10:10:18+00:00,0.0,
2022-04-19 10:10:42+00:00,,0.0
2022-04-19 10:11:11+00:00,,0.0
2022-04-19 10:11:17+00:00,0.0,
2022-04-19 10:11:40+00:00,,0.0
2022-04-19 10:12:09+00:00,,0.0
2022-04-19 10:12:16+00:00,0.0,
2022-04-19 10:12:38+00:00,,0.0
2022-04-19 10:13:07+00:00,,0.0
2022-04-19 10:13:15+00:00,0.0,
2022-04-19 10:13:36+00:00,,0.0
2022-04-19 10:14:05+00:00,,0.0
2022-04-19 10:14:14+00:00,0.0,
2022-04-19 10:14:34+00:00,,0.0
2022-04-19 10:15:03+00:00,,0.0
2022-04-19 10:15:13+00:00,0.0,
2022-04-19 10:15:32+00:00,,0.0
2022-04-19 10:16:01+00:00,,0.0
2022-04-19 10:16:12+00:00,0.0,
2022-04-19 10:16:30+00:00,,0.0
2022-04-19 10:16:59+00:00,,0.0
2022-04-19 10:17:11+00:00,0.0,
2022-04-19 10:17:28+00:00,,0.0
2022-04-19 10:17:57+00:00,,0.0
2022-04-19 10:18:10+00:00,0.0,
2022-04-19 10:18:26+00:00,,0.0
2022-04-19 10:18:55+00:00,,0.0
2022-04-19 10:19:09+00:00,0.0,
2022-04-19 10:19:24+00:00,,0.0
2022-04-19 10:19:53+00:00,,0.0
2022-04-19 10:20:08+00:00,0.0,
2022-04-19 10:20:23+00:00,,0.0
2022-04-19 10:20:52+00:00,,0.0
2022-04-19 10:21:07+00:00,0.0,
2022-04-19 10:21:21+00:00,,0.0
2022-04-19 10:21:50+00:00,,0.0
2022-04-19 10:22:06+00:00,0.0,
2022-04-19 10:22:19+00:00,,0.0
2022-04-19 10:22:48+00:00,,0.0
2022-04-19 10:23:05+00:00,0.0,
2022-04-19 10:23:17+00:00,,0.0
2022-04-19 10:23:46+00:00,,0.0
2022-04-19 10:24:04+00:00,0.0,
2022-04-19 10:24:15+00:00,,0.0
2022-04-19 10:24:44+00:00,,0.0
2022-04-19 10:25:03+00:00,0.0,
2022-04-19 10:25:13+00:00,,0.0
2022-04-19 10:25:42+00:00,,0.0
2022-04-19 10:26:02+00:00,0.0,
2022-04-19 10:26:11+00:00,,0.0
2022-04-19 10:26:40+00:00,,0.0
2022-04-19 10:27:01+00:00,0.0,
2022-04-19 10:27:09+00:00,,0.0
2022-04-19 10:27:38+00:00,,0.0
2022-04-19 10:28:00+00:00,0.0,
2022-04-19 10:28:07+00:00,,0.0
2022-04-19 10:28:36+00:00,,0.0
2022-04-19 10:28:59+00:00,0.0,
2022-04-19 10:29:05+00:00,,0.0
2022-04-19 10:29:34+00:00,,0.0
2022-04-19 10:29:58+00:00,0.0,
2022-04-19 10:30:03+00:00,,0.0
2022-04-19 10:30:32+00:00,,0.0
2022-04-19 10:30:57+00:00,0.0,
2022-04-19 10:31:01+00:00,,0.0
2022-04-19 10:31:30+00:00,,0.0
2022-04-19 10:31:56+00:00,0.0,
2022-04-19 10:31:59+00:00,,0.0
2022-04-19 10:32:28+00:00,,0.0
2022-04-19 10:32:55+00:00,0.0,
2022-04-19 10:32:57+00:00,,0.0
2022-04-19 10:33:26+00:00,,0.0
2022-04-19 10:33:54+00:00,0.0,
2022-04-19 10:33:55+00:00,,0.0
2022-04-19 10:34:24+00:00,,0.0
2022-04-19 10:34:53+00:00,0.0,0.0
2022-04-19 10:35:22+00:00,,0.0
2022-04-19 10:35:51+00:00,,0.0
2022-04-19 10:35:52+00:00,0.0,
2022-04-19 10:36:20+00:00,,0.0
2022-04-19 10:36:49+00:00,,0.0
2022-04-19 10:36:51+00:00,0.0,
2022-04-19 10:37:18+00:00,,0.0
2022-04-19 10:37:47+00:00,,0.0
2022-04-19 10:37:50+00:00,0.0,
2022-04-19 10:38:16+00:00,,0.0
2022-04-19 10:38:45+00:00,,0.0
2022-04-19 10:38:49+00:00,0.0,
2022-04-19 10:39:14+00:00,,0.0
2022-04-19 10:39:43+00:00,,0.0
2022-04-19 10:39:48+00:00,0.0,
2022-04-19 10:40:12+00:00,,0.0
2022-04-19 10:40:41+00:00,,0.0
2022-04-19 10:40:47+00:00,0.0,
2022-04-19 10:41:10+00:00,,0.0
2022-04-19 10:41:39+00:00,,0.0
2022-04-19 10:41:46+00:00,0.0,
2022-04-19 10:42:08+00:00,,0.0
2022-04-19 10:42:37+00:00,,0.0
2022-04-19 10:42:45+00:00,0.0,
2022-04-19 10:43:06+00:00,,0.0
2022-04-19 10:43:35+00:00,,0.0
2022-04-19 10:43:44+00:00,0.0,
2022-04-19 10:44:04+00:00,,0.0
2022-04-19 10:44:33+00:00,,0.0
2022-04-19 10:44:43+00:00,0.0,
2022-04-19 10:45:02+00:00,,0.0
2022-04-19 10:45:31+00:00,,0.0
2022-04-19 10:45:42+00:00,0.0,
2022-04-19 10:46:00+00:00,,0.0
2022-04-19 10:46:29+00:00,,0.0
2022-04-19 10:46:41+00:00,0.0,
2022-04-19 10:46:58+00:00,,0.0
2022-04-19 10:47:27+00:00,,0.0
2022-04-19 10:47:40+00:00,0.0,
2022-04-19 10:47:56+00:00,,0.0
2022-04-19 10:48:25+00:00,,0.0
2022-04-19 10:48:39+00:00,0.0,
2022-04-19 10:48:54+00:00,,0.0
2022-04-19 10:49:23+00:00,,0.0
2022-04-19 10:49:38+00:00,0.0,
2022-04-19 10:49:52+00:00,,0.0
2022-04-19 10:50:21+00:00,,0.0
2022-04-19 10:50:37+00:00,0.0,
2022-04-19 10:50:50+00:00,,0.0
2022-04-19 10:51:19+00:00,,0.0
2022-04-19 10:51:36+00:00,0.0,
2022-04-19 10:51:48+00:00,,0.0
2022-04-19 10:52:17+00:00,,0.0
2022-04-19 10:52:35+00:00,0.0,
2022-04-19 10:52:46+00:00,,0.0
2022-04-19 10:53:15+00:00,,0.0
2022-04-19 10:53:34+00:00,0.0,
2022-04-19 10:53:44+00:00,,0.0
2022-04-19 10:54:13+00:00,,0.0
2022-04-19 10:54:33+00:00,0.0,
2022-04-19 10:54:42+00:00,,0.0
2022-04-19 10:55:11+00:00,,0.0
2022-04-19 10:55:32+00:00,0.0,
2022-04-19 10:55:40+00:00,,0.0
2022-04-19 10:56:09+00:00,,0.0
2022-04-19 10:56:31+00:00,0.0,
2022-04-19 10:56:38+00:00,,0.0
2022-04-19 10:57:07+00:00,,0.0
2022-04-19 10:57:30+00:00,0.0,
2022-04-19 10:57:36+00:00,,0.0
2022-04-19 10:58:05+00:00,,0.0
2022-04-19 10:58:29+00:00,0.0,
2022-04-19 10:58:34+00:00,,0.0
2022-04-19 10:59:03+00:00,,0.0
2022-04-19 10:59:28+00:00,0.0,
2022-04-19 10:59:32+00:00,,0.0
2022-04-19 11:00:01+00:00,,0.0
2022-04-19 11:00:27+00:00,0.0,
2022-04-19 11:00:30+00:00,,0.0
2022-04-19 11:00:59+00:00,,0.0
2022-04-19 11:01:26+00:00,0.0,
2022-04-19 11:01:28+00:00,,0.0
2022-04-19 11:01:57+00:00,,0.0
2022-04-19 11:02:25+00:00,0.0,
2022-04-19 11:02:26+00:00,,0.0
2022-04-19 11:02:55+00:00,,0.0
2022-04-19 11:03:24+00:00,0.0,0.0
2022-04-19 11:03:53+00:00,,0.0
2022-04-19 11:04:22+00:00,,0.0
2022-04-19 11:04:23+00:00,0.0,
2022-04-19 11:04:51+00:00,,0.0
2022-04-19 11:05:20+00:00,,0.0
2022-04-19 11:05:22+00:00,0.0,
2022-04-19 11:05:49+00:00,,0.0
2022-04-19 11:06:18+00:00,,0.0
2022-04-19 11:06:21+00:00,0.0,
2022-04-19 11:06:47+00:00,,0.0
2022-04-19 11:07:16+00:00,,0.0
2022-04-19 11:07:20+00:00,0.0,
2022-04-19 11:07:45+00:00,,0.0
2022-04-19 11:08:14+00:00,,0.0
2022-04-19 11:08:19+00:00,0.0,
2022-04-19 11:08:43+00:00,,0.0
2022-04-19 11:09:12+00:00,,0.0
2022-04-19 11:09:18+00:00,0.0,
2022-04-19 11:09:41+00:00,,0.0
2022-04-19 11:10:10+00:00,,0.0
2022-04-19 11:10:17+00:00,0.0,
2022-04-19 11:10:39+00:00,,0.0
2022-04-19 11:11:08+00:00,,0.0
2022-04-19 11:11:16+00:00,0.0,
2022-04-19 11:11:37+00:00,,0.0
2022-04-19 11:12:06+00:00,,0.0
2022-04-19 11:12:15+00:00,0.0,
2022-04-19 11:12:35+00:00,,0.0
2022-04-19 11:13:04+00:00,,0.0
2022-04-19 11:13:14+00:00,0.0,
2022-04-19 11:13:33+00:00,,0.0
2022-04-19 11:14:02+00:00,,0.0
2022-04-19 11:14:13+00:00,0.0,
2022-04-19 11:14:31+00:00,,0.0
2022-04-19 11:15:00+00:00,,0.0
2022-04-19 11:15:12+00:00,0.0,
2022-04-19 11:15:29+00:00,,0.0
2022-04-19 11:15:58+00:00,,0.0
2022-04-19 11:16:11+00:00,0.0,
2022-04-19 11:16:27+00:00,,0.0
2022-04-19 11:16:56+00:00,,0.0
2022-04-19 11:17:10+00:00,0.0,
2022-04-19 11:17:25+00:00,,0.0
2022-04-19 11:17:54+00:00,,0.0
2022-04-19 11:18:09+00:00,0.0,
2022-04-19 11:18:23+00:00,,0.0
2022-04-19 11:18:52+00:00,,0.0
2022-04-19 11:19:08+00:00,0.0,
2022-04-19 11:19:21+00:00,,0.0
2022-04-19 11:19:50+00:00,,0.0
2022-04-19 11:20:07+00:00,0.0,
2022-04-19 11:20:19+00:00,,0.0
2022-04-19 11:20:48+00:00,,0.0
2022-04-19 11:21:06+00:00,0.0,
2022-04-19 11:21:17+00:00,,0.0
2022-04-19 11:21:47+00:00,,0.0
2022-04-19 11:22:05+00:00,0.0,
2022-04-19 11:22:16+00:00,,0.0
2022-04-19 11:22:45+00:00,,0.0
2022-04-19 11:23:04+00:00,0.0,
2022-04-19 11:23:14+00:00,,0.0
2022-04-19 11:23:43+00:00,,0.0
2022-04-19 11:24:03+00:00,0.0,
2022-04-19 11:24:12+00:00,,0.0
2022-04-19 11:24:41+00:00,,0.0
2022-04-19 11:25:02+00:00,0.0,
2022-04-19 11:25:10+00:00,,0.0
2022-04-19 11:25:39+00:00,,0.0
2022-04-19 11:26:01+00:00,0.0,
2022-04-19 11:26:08+00:00,,0.0
2022-04-19 11:26:37+00:00,,0.0
2022-04-19 11:27:00+00:00,0.0,
2022-04-19 11:27:06+00:00,,0.0
2022-04-19 11:27:35+00:00,,0.0
2022-04-19 11:27:59+00:00,0.0,
2022-04-19 11:28:04+00:00,,0.0
2022-04-19 11:28:33+00:00,,0.0
2022-04-19 11:28:58+00:00,0.0,
2022-04-19 11:29:02+00:00,,0.0
2022-04-19 11:29:31+00:00,,0.0
2022-04-19 11:29:57+00:00,0.0,
2022-04-19 11:30:00+00:00,,0.0
2022-04-19 11:30:29+00:00,,0.0
2022-04-19 11:30:56+00:00,0.0,
2022-04-19 11:30:58+00:00,,0.0
2022-04-19 11:31:27+00:00,,0.0
2022-04-19 11:31:55+00:00,0.0,
2022-04-19 11:31:56+00:00,,0.0
2022-04-19 11:32:25+00:00,,0.0
2022-04-19 11:32:54+00:00,0.0,0.0
2022-04-19 11:33:23+00:00,,0.0
2022-04-19 11:33:52+00:00,,0.0
2022-04-19 11:33:53+00:00,0.0,
2022-04-19 11:34:21+00:00,,0.0
2022-04-19 11:34:50+00:00,,0.0
2022-04-19 11:34:52+00:00,0.0,
2022-04-19 11:35:19+00:00,,0.0
2022-04-19 11:35:48+00:00,,0.0
2022-04-19 11:35:51+00:00,0.0,
2022-04-19 11:36:17+00:00,,0.0
2022-04-19 11:36:46+00:00,,0.0
2022-04-19 11:36:50+00:00,0.0,
2022-04-19 11:37:15+00:00,,0.0
2022-04-19 11:37:44+00:00,,0.0
2022-04-19 11:37:49+00:00,0.0,
2022-04-19 11:38:13+00:00,,0.0
2022-04-19 11:38:42+00:00,,0.0
2022-04-19 11:38:48+00:00,0.0,
2022-04-19 11:39:11+00:00,,0.0
2022-04-19 11:39:40+00:00,,0.0
2022-04-19 11:39:47+00:00,0.0,
2022-04-19 11:40:09+00:00,,0.0
2022-04-19 11:40:38+00:00,,0.0
2022-04-19 11:40:46+00:00,0.0,
2022-04-19 11:41:07+00:00,,0.0
2022-04-19 11:41:36+00:00,,0.0
2022-04-19 11:41:45+00:00,0.0,
2022-04-19 11:42:05+00:00,,0.0
2022-04-19 11:42:34+00:00,,0.0
2022-04-19 11:42:44+00:00,0.0,
2022-04-19 11:43:03+00:00,,0.0
2022-04-19 11:43:32+00:00,,0.0
2022-04-19 11:43:43+00:00,0.0,
2022-04-19 11:44:01+00:00,,0.0
2022-04-19 11:44:30+00:00,,0.0
2022-04-19 11:44:42+00:00,0.0,
2022-04-19 11:44:59+00:00,,0.0
2022-04-19 11:45:28+00:00,,0.0
2022-04-19 11:45:41+00:00,0.0,
2022-04-19 11:45:57+00:00,,0.0
2022-04-19 11:46:26+00:00,,0.0
2022-04-19 11:46:40+00:00,0.0,
2022-04-19 11:46:55+00:00,,0.0
2022-04-19 11:47:24+00:00,,0.0
2022-04-19 11:47:39+00:00,0.0,
2022-04-19 11:47:53+00:00,,0.0
2022-04-19 11:48:22+00:00,,0.0
2022-04-19 11:48:38+00:00,0.0,
2022-04-19 11:48:51+00:00,,0.0
2022-04-19 11:49:20+00:00,,0.0
2022-04-19 11:49:37+00:00,0.0,
2022-04-19 11:49:49+00:00,,0.0
2022-04-19 11:50:18+00:00,,0.0
2022-04-19 11:50:36+00:00,0.0,
2022-04-19 11:50:47+00:00,,0.0
2022-04-19 11:51:16+00:00,,0.0
2022-04-19 11:51:35+00:00,0.0,
2022-04-19 11:51:45+00:00,,0.0
2022-04-19 11:52:14+00:00,,0.0
2022-04-19 11:52:34+00:00,0.0,
2022-04-19 11:52:43+00:00,,0.0
2022-04-19 11:53:12+00:00,,0.0
2022-04-19 11:53:33+00:00,0.0,
2022-04-19 11:53:41+00:00,,0.0
2022-04-19 11:54:10+00:00,,0.0
2022-04-19 11:54:33+00:00,0.0,
2022-04-19 11:54:39+00:00,,0.0
2022-04-19 11:55:08+00:00,,0.0
2022-04-19 11:55:32+00:00,0.0,
2022-04-19 11:55:37+00:00,,0.0
2022-04-19 11:56:06+00:00,,0.0
2022-04-19 11:56:31+00:00,0.0,
2022-04-19 11:56:35+00:00,,0.0
2022-04-19 11:57:04+00:00,,0.0
2022-04-19 11:57:30+00:00,0.0,
2022-04-19 11:57:33+00:00,,0.0
2022-04-19 11:58:02+00:00,,0.0
2022-04-19 11:58:29+00:00,0.0,
2022-04-19 11:58:31+00:00,,0.0
2022-04-19 11:59:00+00:00,,0.0
2022-04-19 11:59:28+00:00,0.0,
2022-04-19 11:59:29+00:00,,0.0
2022-04-19 11:59:58+00:00,,0.0
